Identifiant ICAR;Code postal;Code rue;ICAR - Code rue RN;Code ins commune;Localité;Secteur Electoral;Nom rue;Année de dénomination;Nom rue Population;Code postal Homonyme2;Code rue Homonyme2;Rue nom Homonyme2;Code postal Homonyme3;Code rue Homonyme3;Rue nom Homonyme3;Code postal Homonyme4;Code rue Homonyme4;Rue nom Homonyme4;Collège communal;Conseil Communal;Nom rue RN;Type voirie;Rue dans Corbeille;Voirie Privée/Publique;Rue Régionale/Communale;Nom rue Cadastre;Rue en Majuscule;Nom rue en Minuscule;Mot clé;Code Ins Entité;Entité;Date données Population;Nombre Ménages;Nombre Habitants;Code rue - Nom de rue;Thématique;Localités;Zone(s) stationnement
7754370;5100;4633;4633;92032;DAVE;13;Rue Fond Messire;1979;Rue Fond Messire(DV)(AVANT 28.05.79 Ptie Fonds de Dave);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R FOND MESSIRE;FOND MESSIRE (Rue );Fond Messire (Rue );Fond Messire;92094;Namur;2023-05-07;7;17;4633-Rue Fond Messire;Pas de renseignement;Dave;
7754000;5100;8654;8654;92135;WEPION;32;Rue des Fraisières;1979;Rue des Fraisières(WP)(AVANT 28.05.79 Rue du Calvaire);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DES FRAISIERES;FRAISIERES (Rue des );Fraisières (Rue des );Fraisières;92094;Namur;2023-05-07;12;31;8654-Rue des Fraisières;Métiers;Wépion;
7753437;5020;6518;6518;92082;MALONNE;23;Les Trîs;1981;Les Trîs(ML)(AVANT 01.04.81 Ptie Trieux);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;LES TRIS;TRIS (Les );Trîs (Les );Trîs;92094;Namur;2023-05-07;58;128;6518-Les Trîs;Lieu-dit;Malonne;
7753019;5020;5012;5012;92043;FLAWINNE;15;Allée de la Cerisaie;1979;Allée de la Cerisaie(FW)(AVANT 28.05.79 Allée des Cerisiers);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;AL DE LA CERISAIE;CERISAIE (Allée de la );Cerisaie (Allée de la );Cerisaie;92094;Namur;2023-05-07;14;27;5012-Allée de la Cerisaie;Faune et Flore;Flawinne;
7753184;5021;3518;3518;92017;BONINNE;08;Chemin de Boninne;2005;Chemin de Boninne(BN) n° 263 à fin et 270 à fin;5004;3710;Chemin de Boninne(BU) n° 1 à 121 et 2 à 268;5020;4035;Chemin de Boninne(CH) n° 123 à 261 impairs;;;;2005-10-18;;2005-12-06;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE BONINNE;BONINNE (Chemin de );Boninne (Chemin de );Boninne;92094;Namur;2023-05-07;0;0;3518-Chemin de Boninne;Géographie;Boninne;
7754425;5001;3231;3231;92010;BELGRADE;07;Rue Hubert Gaines;;Rue Hubert Gaines(BL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R HUBERT GAINES;GAINES (Rue Hubert );Gaines (Rue Hubert );Gaines;92094;Namur;2023-05-07;8;22;3231-Rue Hubert Gaines;Nom propre (masculin);Belgrade;
7754238;5101;4821;4821;92039;ERPENT;14;Rue du Moligna;;Rue du Moligna(EP);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;R DU MOLIGNIA;MOLIGNA (Rue du );Moligna (Rue du );Moligna;92094;Namur;2023-05-07;2;7;4821-Rue du Moligna;Pas de renseignement;Erpent;
7753889;5100;9040;9040;92136;WIERDE;33;Rue de Petia;1979;Rue de Petia(WD)(AVANT 28.05.79 Rue des Rochettes);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PRIVEE;COMMUNALE;R DE PETIA;PETIA (Rue de );Petia (Rue de );Petia;92094;Namur;2023-05-07;20;44;9040-Rue de Petia;Pas de renseignement;Wierde;
7754126;5100;9059;9059;92136;WIERDE;33;Rue des Troènes;1991;Rue des Troènes(WD);;;;;;;;;;1991-10-01;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES TROENES;TROENES (Rue des );Troènes (Rue des );Troènes;92094;Namur;2023-05-07;2;4;9059-Rue des Troènes;Faune et Flore;Wierde;
7753068;5100;5513;5513;92067;JAMBES;17;Avenue de la Dame;1979;Avenue de la Dame(JB)(AVANT 28.05.79 Avenue de Dinant);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;AV DE LA DAME;DAME (Avenue de la );Dame (Avenue de la );Dame;92094;Namur;2023-05-07;113;254;5513-Avenue de la Dame;Pas de renseignement;Jambes;
7754658;5100;8716;8716;92135;WEPION;32;Square du Tilloy;1979;Square du Tilloy(WP)(AVANT 28.05.79 Square de l'Europe);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;SQ DU TILLOY;TILLOY (Square du );Tilloy (Square du );Tilloy;92094;Namur;2023-05-07;18;39;8716-Square du Tilloy;Pas de renseignement;Wépion;
7771019;5000;1840;;92094;NAMUR;;Rue Thémis;2022;Rue Thémis(NR);;;;;;;;;;2022-02-01;2022-02-22;2022-03-30;VOIRIE;CORBEILLE;PRIVEE;COMMUNALE;R THEMIS;THEMIS (Rue );Thémis (Rue );Thémis;92094;Namur;2023-05-07;0;0;1840-Rue Thémis;;Namur;
;5000;1700;;92094;NAMUR;;Esplanade AC/DC;2021;Esplanade ACDC(NR);;;;;;;;;;2021-06-01;2021-06-29;2021-03-16;VOIRIE;;PUBLIQUE;COMMUNALE;ESPLANADE AC/DC;AC/DC (Esplanade );AC/DC (Esplanade );AC/DC;92094;Namur;2023-05-07;0;0;1700-Esplanade AC/DC;Nom propre (masculin);Namur;
7753906;5000;1811;1811;92094;NAMUR;05;Rue Delvaux;;Rue Delvaux(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DELVAUX;DELVAUX (Rue );Delvaux (Rue );Delvaux;92094;Namur;2023-05-07;95;124;1811-Rue Delvaux;Pas de renseignement;Namur;Verte
7753054;5000;1407;1407;92094;NAMUR;03;Avenue Baron de Moreau;;Avenue Baron de Moreau(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;AV BARON DE MOREAU;DE MOREAU (Avenue Baron );de Moreau (Avenue Baron );de Moreau;92094;Namur;2023-05-07;0;0;1407-Avenue Baron de Moreau;Nom propre (masculin);Namur;
7754380;5000;1634;1634;92094;NAMUR;04;Rue François Dufer;;Rue François Dufer(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R FRANCOIS DUFER;DUFER (Rue François );Dufer (Rue François );Dufer;92094;Namur;2023-05-07;70;152;1634-Rue François Dufer;Nom propre (masculin);Namur;Bleue
7753558;5000;1600;1600;92094;NAMUR;04;Quai de l'Abbaye;;Quai de l'Abbaye(NR);;;;;;;;;;;;;HALAGE;;PUBLIQUE;REGIONALE;QUAI DE L ABBAYE;ABBAYE (Quai de l' );Abbaye (Quai de l' );Abbaye;92094;Namur;2023-05-07;3;3;1600-Quai de l'Abbaye;Monument;Namur;
7753084;5000;1400;1400;92094;NAMUR;03;Avenue des Aduatiques;;Avenue des Aduatiques(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV DES ADUATIQUES;ADUATIQUES (Avenue des );Aduatiques (Avenue des );Aduatiques;92094;Namur;2023-05-07;22;47;1400-Avenue des Aduatiques;Population;Namur;
7753559;5000;1230;1230;92094;NAMUR;02;Quai de l'Ecluse;;Quai de l'Ecluse(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;QUAI DE L ECLUSE;ECLUSE (Quai de l' );Ecluse (Quai de l' );Ecluse;92094;Namur;2023-05-07;155;229;1230-Quai de l'Ecluse;Monument;Namur;
7753212;5000;1021;1021;92094;NAMUR;01;Chemin de l'Espinois;;Chemin de l'Espinois(NR);5020;8538;Chemin de l'Espinois(VD) n° 11 à fin impairs;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;CHEM DE L ESPINOIS;ESPINOIS (Chemin de l' );Espinois (Chemin de l' );Espinois;92094;Namur;2023-05-07;6;16;1021-Chemin de l'Espinois;Géographie;Namur;
7753528;5000;1803;1803;92094;NAMUR;05;Place l'Ilon;2002;Place l'Ilon(NR)(AVANT 18.12.01 Place Arthur Borlée);;;;;;;;;;2001-12-18;;2002-05-27;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;PL L ILON;ILON (Place l' );Ilon (Place l' );Ilon;92094;Namur;2023-05-07;17;20;1803-Place l'Ilon;Nom propre (masculin);Namur;Rouge
7753586;5000;1621;1621;92094;NAMUR;04;Route des Canons;;Route des Canons(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;RTE DES CANONS;CANONS (Route des );Canons (Route des );Canons;92094;Namur;2023-05-07;15;38;1621-Route des Canons;Militaire;Namur;
7753946;5000;1216;1216;92094;NAMUR;02;Rue des Carmes;;Rue des Carmes(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DES CARMES;CARMES (Rue des );Carmes (Rue des );Carmes;92094;Namur;2023-05-07;113;154;1216-Rue des Carmes;Pas de renseignement;Namur;Rouge
7753149;5000;1807;1807;92094;NAMUR;05;Boulevard Cauchy;;Boulevard Cauchy(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;REGIONALE;BD CAUCHY;CAUCHY (Boulevard );Cauchy (Boulevard );Cauchy;92094;Namur;2023-05-07;65;117;1807-Boulevard Cauchy;Pas de renseignement;Namur;Orange/Verte
7753445;5000;1217;1217;92094;NAMUR;02;Marché au Chanvre;;Marché au Chanvre(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;MARCHE AU CHANVRE;CHANVRE (Marché au );Chanvre (Marché au );Chanvre;92094;Namur;2023-05-07;10;17;1217-Marché au Chanvre;Faune et Flore;Namur;
7753737;5000;1623;1623;92094;NAMUR;04;Rue de la Chapelle;;Rue de la Chapelle(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA CHAPELLE;CHAPELLE (Rue de la );Chapelle (Rue de la );Chapelle;92094;Namur;2023-05-07;100;194;1623-Rue de la Chapelle;Culte;Namur;
7753953;5000;1625;1625;92094;NAMUR;04;Rue des Charmilles;;Rue des Charmilles(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES CHARMILLES;CHARMILLES (Rue des );Charmilles (Rue des );Charmilles;92094;Namur;2023-05-07;44;131;1625-Rue des Charmilles;Faune et Flore;Namur;
7753679;5000;1627;1627;92094;NAMUR;04;Rue Château des Balances;;Rue Château des Balances(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R CHATEAU DES BALANCES;CHATEAU DES BALANCES (Rue );Château des Balances (Rue );Château des Balances;92094;Namur;2023-05-07;127;249;1627-Rue Château des Balances;Monument;Namur;
7753086;5000;1220;1220;92094;NAMUR;02;Avenue des Combattants;;Avenue des Combattants(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;AV DES COMBATTANTS;COMBATTANTS (Avenue des );Combattants (Avenue des );Combattants;92094;Namur;2023-05-07;100;129;1220-Avenue des Combattants;Militaire;Namur;Verte
7753087;5000;1015;1015;92094;NAMUR;01;Avenue des Croix du Feu;;Avenue des Croix du Feu(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;AV DES CROIX DE FEU;CROIX DU FEU (Avenue des );Croix du Feu (Avenue des );Croix du Feu;92094;Namur;2023-05-07;42;50;1015-Avenue des Croix du Feu;Militaire;Namur;Bleue
7753461;5000;1241;1241;92094;NAMUR;02;Passage de la Gare;;Passage de la Gare(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;PAS DE LA GARE;GARE (Passage de la );Gare (Passage de la );Gare;92094;Namur;2023-05-07;0;0;1241-Passage de la Gare;Monument;Namur;
7754452;5000;1244;1244;92094;NAMUR;02;Rue Joseph Grafé;;Rue Joseph Grafé(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R JOSEPH GRAFE;GRAFE (Rue Joseph );Grafé (Rue Joseph );Grafé;92094;Namur;2023-05-07;8;41;1244-Rue Joseph Grafé;Nom propre (masculin);Namur;Verte
7753191;5020;8530;8530;92128;VEDRIN;31;Chemin de la Cloche;1996;Chemin de la Cloche(VD);;;;;;;;;;1996-09-30;;1996-10-22;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE LA CLOCHE;CLOCHE (Chemin de la );Cloche (Chemin de la );Cloche;92094;Namur;2023-05-07;3;7;8530-Chemin de la Cloche;Pas de renseignement;Vedrin;
7753533;5000;1026;1026;92094;NAMUR;01;Place Monseigneur Heylen;;Place Monseigneur Heylen(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PL MONSEIGNEUR HEYLEN;HEYLEN (Place Monseigneur );Heylen (Place Monseigneur );Heylen;92094;Namur;2023-05-07;6;12;1026-Place Monseigneur Heylen;Nom propre (masculin);Namur;Bleue
7754476;5000;1259;1259;92094;NAMUR;02;Rue Laide Coupe;;Rue Laide Coupe(NR) n°15 à fin impairs;5001;3242;Rue Laide Coupe(BL) n°2 à fin pairs;5002;7466;Rue Laide Coupe(SS) n°1 à 13 impairs;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R LAIDE COUPE;LAIDE COUPE (Rue );Laide Coupe (Rue );Laide Coupe;92094;Namur;2023-05-07;16;44;1259-Rue Laide Coupe;Pas de renseignement;Namur;
7754483;5000;1260;1260;92094;NAMUR;02;Rue Lelièvre;;Rue Lelièvre(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R LELIEVRE;LELIEVRE (Rue );Lelièvre (Rue );Lelièvre;92094;Namur;2023-05-07;18;20;1260-Rue Lelièvre;Pas de renseignement;Namur;Rouge
7754421;5000;1651;1651;92094;NAMUR;04;Rue Henri Lemaître;;Rue Henri Lemaître(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R HENRI LEMAITRE;LEMAITRE (Rue Henri );Lemaître (Rue Henri );Lemaître;92094;Namur;2023-05-07;134;235;1651-Rue Henri Lemaître;Nom propre (masculin);Namur;Bleue
7754231;5000;1818;1818;92094;NAMUR;05;Rue du Lombard;;Rue du Lombard(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DU LOMBARD;LOMBARD (Rue du );Lombard (Rue du );Lombard;92094;Namur;2023-05-07;48;63;1818-Rue du Lombard;Pas de renseignement;Namur;Verte
7753023;5000;1658;1658;92094;NAMUR;04;Allée de Menton;;Allée de Menton(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AL DE MENTON;MENTON (Allée de );Menton (Allée de );Menton;92094;Namur;2023-05-07;22;55;1658-Allée de Menton;Géographie;Namur;
7754388;5000;1823;1823;92094;NAMUR;05;Rue Général Michel;;Rue Général Michel(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R GENERAL MICHEL;MICHEL (Rue Général );Michel (Rue Général );Michel;92094;Namur;2023-05-07;44;77;1823-Rue Général Michel;Nom propre (masculin);Namur;Verte
7753623;5000;1003;1003;92094;NAMUR;01;Rue Asty-Moulin;;Rue Asty-Moulin(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R ASTY-MOULIN;ASTY-MOULIN (Rue );Asty-Moulin (Rue );Asty-Moulin;92094;Namur;2023-05-07;87;169;1003-Rue Asty-Moulin;Lieu-dit;Namur;Bleue
7753692;5000;1801;1801;92094;NAMUR;05;Rue de Balart;;Rue de Balart(NR) n°1 à 115 et 2 à 124;5004;3704;Rue de Balart(BU) n°117 à fin et 126 à fin;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE BALART;BALART (Rue de );Balart (Rue de );Balart;92094;Namur;2023-05-07;119;213;1801-Rue de Balart;Pas de renseignement;Namur;Bleue
7753636;5000;1606;1606;92094;NAMUR;04;Rue Balthasar-Florence;;Rue Balthasar-Florence(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R BALTHAZAR FLORENCE;BALTHASAR-FLORENCE (Rue );Balthasar-Florence (Rue );Balthasar-Florence;92094;Namur;2023-05-07;42;85;1606-Rue Balthasar-Florence;Nom propre (masculin);Namur;Bleue
7753058;5000;1609;1609;92094;NAMUR;04;Avenue Bel Air;;Avenue Bel Air(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV BEL AIR;BEL AIR (Avenue );Bel Air (Avenue );Bel Air;92094;Namur;2023-05-07;7;18;1609-Avenue Bel Air;Pas de renseignement;Namur;
7754469;5000;1207;1207;92094;NAMUR;02;Rue Julie Billiart;;Rue Julie Billiart(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R JULIE BILLIART;BILLIART (Rue Julie );Billiart (Rue Julie );Billiart;92094;Namur;2023-05-07;65;114;1207-Rue Julie Billiart;Nom propre (féminin);Namur;Rouge
7753653;5000;1209;1209;92094;NAMUR;02;Rue Bord de l'Eau;;Rue Bord de l'Eau(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;R BORD DE L EAU;BORD DE L'EAU (Rue );Bord de l'Eau (Rue );Bord de l'Eau;92094;Namur;2023-05-07;0;0;1209-Rue Bord de l'Eau;Géographie;Namur;Bleue
7753575;5000;1681;1681;92094;NAMUR;04;Rond-point Michel Thonard;;Rond-point Michel Thonard(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;ROND-POINT MICHEL THONARD;THONARD (Rond-Point Michel );Thonard (Rond-point Michel );Thonard;92094;Namur;2023-05-07;0;0;1681-Rond-Point Michel Thonard;Nom propre (masculin);Namur;
7754464;5002;7461;7461;92108;SAINT-SERVAIS;27;Rue Jules Bours;;Rue Jules Bours(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R J.BOURS;BOURS (Rue Jules );Bours (Rue Jules );Bours;92094;Namur;2023-05-07;20;44;7461-Rue Jules Bours;Nom propre (masculin);Saint-Servais;
7753664;5100;5520;5520;92067;JAMBES;17;Rue Capitaine Jomouton;;Rue Capitaine Jomouton(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R CAPITAINE JOMOUTON;JOMOUTON (Rue Capitaine );Jomouton (Rue Capitaine );Jomouton;92094;Namur;2023-05-07;91;129;5520-Rue Capitaine Jomouton;Nom propre (masculin);Jambes;
7754472;5100;5522;5522;92067;JAMBES;17;Rue Kefer;;Rue Kefer(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R KEFER;KEFER (Rue );Kefer (Rue );Kefer;92094;Namur;2023-05-07;90;133;5522-Rue Kefer;Pas de renseignement;Jambes;Bleue
7753674;5100;5607;5607;92067;JAMBES;18;Rue Charles Lamquet;;Rue Charles Lamquet(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R CH.LAMQUET;LAMQUET (Rue Charles );Lamquet (Rue Charles );Lamquet;92094;Namur;2023-05-07;373;684;5607-Rue Charles Lamquet;Nom propre (masculin);Jambes;
7753078;5100;5609;5609;92067;JAMBES;18;Avenue de Luxembourg;;Avenue de Luxembourg(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;AV DU LUXEMBOURG;LUXEMBOURG (Avenue de );Luxembourg (Avenue de );Luxembourg;92094;Namur;2023-05-07;2;4;5609-Avenue de Luxembourg;Géographie;Jambes;
7754136;5100;5620;5620;92067;JAMBES;18;Rue des Violettes;;Rue des Violettes(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES VIOLETTES;VIOLETTES (Rue des );Violettes (Rue des );Violettes;92094;Namur;2023-05-07;6;13;5620-Rue des Violettes;Faune et Flore;Jambes;
7753487;5100;5549;5549;92067;JAMBES;17;Place de la Wallonie;;Place de la Wallonie(JB);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;PL DE LA WALLONIE;WALLONIE (Place de la );Wallonie (Place de la );Wallonie;92094;Namur;2023-05-07;0;0;5549-Place de la Wallonie;Géographie;Jambes;
7753316;5002;7416;7416;92108;SAINT-SERVAIS;27;Cité Germinal, Résidence Karina;;Cité Germinal, Résidence Karina(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CITE GERMINAL RES.KARINA;GERMINAL, RESIDENCE KARINA (Cité );Germinal, Résidence Karina (Cité );Germinal, Résidence Karina;92094;Namur;2023-05-07;60;123;7416-Cité Germinal, Résidence Karina;Lieu-dit;Saint-Servais;
7753067;5002;7419;7419;92108;SAINT-SERVAIS;27;Avenue de la Closière;;Avenue de la Closière(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV DE LA CLOSIERE;CLOSIERE (Avenue de la );Closière (Avenue de la );Closière;92094;Namur;2023-05-07;12;22;7419-Avenue de la Closière;Pas de renseignement;Saint-Servais;
7753955;5100;5210;5210;92067;JAMBES;19;Rue des Chênes;2003;Rue des Chênes(JB)(AVANT 05.03.2003 ptie Rue des Hêtres(JB));;;;;;;;;;;;2003-08-11;VOIRIE;;PRIVEE;COMMUNALE;R DES CHENES;CHENES (Rue du );Chênes (Rue du );Chênes;92094;Namur;2023-05-07;13;30;5210-Rue des Chênes;Faune et Flore;Jambes;
7753495;5100;5805;5805;92067;JAMBES;20;Place des Chevaliers avec Glaives;;Place des Chevaliers avec Glaives(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PL DES CHEVAL.AVEC GLAIVE;CHEVALIERS AVEC GLAIVES (Place des );Chevaliers avec Glaives (Place des );Chevaliers avec Glaives;92094;Namur;2023-05-07;44;79;5805-Place des Chevaliers avec Glaives;Culte;Jambes;
7753066;5100;5506;5506;92067;JAMBES;17;Avenue de la Citadelle;;Avenue de la Citadelle(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV DE LA CITADELLE;CITADELLE (Avenue de la );Citadelle (Avenue de la );Citadelle;92094;Namur;2023-05-07;89;198;5506-Avenue de la Citadelle;Militaire;Jambes;
7753746;5100;5508;5508;92067;JAMBES;17;Rue de la Confiturerie;1979;Rue de la Confiturerie(JB)(AVANT 28.05.79 Rue du Progrès);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PRIVEE;COMMUNALE;R DE LA CONFITURERIE;CONFITURERIE (Rue de la );Confiturerie (Rue de la );Confiturerie;92094;Namur;2023-05-07;4;13;5508-Rue de la Confiturerie;Métiers;Jambes;
7753377;5000;1254;1254;92094;NAMUR;02;Esplanade de l'Hôtel de Ville;;Esplanade de l'Hôtel de Ville(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PRIVEE;COMMUNALE;ESPLANADE HOTEL DE VILLE;HOTEL DE VILLE (Esplanade de l' );Hôtel de Ville (Esplanade de l' );Hôtel de Ville;92094;Namur;2023-05-07;0;0;1254-Esplanade de l'Hôtel de Ville;Monument;Namur;
7753564;5000;1257;1257;92094;NAMUR;02;Quai des Joghiers;;Quai des Joghiers(NR);;;;;;;;;;;;;HALAGE;CORBEILLE;PUBLIQUE;COMMUNALE;QUAI DES JOGHIERS;JOGHIERS (Quai des );Joghiers (Quai des );Joghiers;92094;Namur;2023-05-07;1;1;1257-Quai des Joghiers;Pas de renseignement;Namur;Rouge
7753476;5000;1027;1027;92094;NAMUR;01;Place Abbé Joseph André;;Place Abbé Joseph André(NR)(AV. Place du Treizième de Ligne);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;PL ABBE JOSEPH ANDRE;JOSEPH ANDRE (Place Abbé );Joseph André (Place Abbé );Joseph André;92094;Namur;2023-05-07;10;20;1027-Place Abbé Joseph André;Nom propre (masculin);Namur;Verte
7753369;5021;3521;3521;92017;BONINNE;08;Drève Boninas;2006;Drève Boninas(BN);;;;;;;;;;2005-10-18;;2006-01-24;VOIRIE;;PUBLIQUE;COMMUNALE;DR BONINAS;BONINAS (Drève );Boninas (Drève );Boninas;92094;Namur;2023-05-07;1;1;3521-Drève Boninas;Pas de renseignement;Boninne;
7754513;5100;5527;5527;92067;JAMBES;17;Rue Mazy;;Rue Mazy(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R MAZY;MAZY (Rue );Mazy (Rue );Mazy;92094;Namur;2023-05-07;509;832;5527-Rue Mazy;Pas de renseignement;Jambes;Bleue
7753150;5100;5528;5528;92067;JAMBES;17;Boulevard de la Meuse;;Boulevard de la Meuse(JB) n°1 à 129 et 2 à 128;5100;5802;Boulevard de la Meuse(JB) n° 131 à fin et 130 à fin;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;BD DE LA MEUSE;MEUSE (Boulevard de la );Meuse (Boulevard de la );Meuse;92094;Namur;2023-05-07;235;364;5528-Boulevard de la Meuse;Géographie;Jambes;
7753561;5100;5529;5529;92067;JAMBES;17;Quai de Meuse;;Quai de Meuse(JB);;;;;;;;;;;;;HALAGE;;PUBLIQUE;COMMUNALE;QUAI DE MEUSE;MEUSE (Quai de );Meuse (Quai de );Meuse;92094;Namur;2023-05-07;33;69;5529-Quai de Meuse;Géographie;Jambes;Rouge
7753605;5100;5611;5611;92067;JAMBES;18;Rue Albert Michiels;;Rue Albert Michiels(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R A.MICHIELS;MICHIELS (Rue Albert );Michiels (Rue Albert );Michiels;92094;Namur;2023-05-07;6;23;5611-Rue Albert Michiels;Nom propre (masculin);Jambes;
7753869;5100;5612;5612;92067;JAMBES;18;Rue de l'Orjo;;Rue de l'Orjo(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L ORJO;ORJO (Rue de l' );Orjo (Rue de l' );Orjo;92094;Namur;2023-05-07;167;292;5612-Rue de l'Orjo;Géographie;Jambes;
7753250;5100;5819;5819;92067;JAMBES;20;Chemin des Pêcheurs;2004;Chemin des Pêcheurs(JB)(AV 22.01.2004 Bd Meuse Av. 28.05.79 Ch Velaine);;;;;;;;;;2003-12-02;2004-01-22;2004-08-20;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DES PECHEURS;PECHEURS (Chemin des );Pêcheurs (Chemin des );Pêcheurs;92094;Namur;2023-05-07;16;29;5819-Chemin des Pêcheurs;Métiers;Jambes;
7753107;5100;5238;5238;92067;JAMBES;19;Avenue du Petit Sart;;Avenue du Petit Sart(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV DU PETIT SART;PETIT SART (Avenue du );Petit Sart (Avenue du );Petit Sart;92094;Namur;2023-05-07;132;286;5238-Avenue du Petit Sart;Lieu-dit;Jambes;
7754533;5100;5822;5822;92067;JAMBES;20;Rue Philippart;;Rue Philippart(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R PHILIPPART;PHILIPPART (Rue );Philippart (Rue );Philippart;92094;Namur;2023-05-07;50;114;5822-Rue Philippart;Nom propre (masculin);Jambes;
