jsondatas;Identifiant;Type;Catégorie;Description;Localisation;Nom;jsondatas_refdevice_value;jsondatas_refparkinggroup_value;jsondatas_refparkingsite_value;Statut;Date du statut;Adresse;Url
"{""id"": ""913"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-20T13:52:45.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SW02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65652695"", ""5.57075405""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SW02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1925"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""113"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-20T13:52:45.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3495830, ""metadata"": {}}}";913;ParkingSpot;onstreet,SHOPANDDRIVE;SW02;50.65652695, 5.57075405;SW02;1925;113;LIEGE;Occupé;2023-04-20T15:52:45+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""153"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-11T04:04:21.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GU05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62959100"", ""5.56813600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GU05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1275"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""1"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-11T04:04:21.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3445793, ""metadata"": {}}}";153;ParkingSpot;onstreet,SHOPANDDRIVE;GU05;50.629591, 5.568136;GU05;1275;1;LIEGE;Libre;2023-04-11T06:04:21+02:00;Rue des Guillemins;https://www.liege.be/shopanddrive
"{""id"": ""216"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-11T08:13:54.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PA01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62685800"", ""5.57087000""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PA01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2087"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""19"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-11T08:13:53.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3447202, ""metadata"": {}}}";216;ParkingSpot;onstreet,SHOPANDDRIVE;PA01;50.626858, 5.57087;PA01;2087;19;LIEGE;Libre;2023-04-11T10:13:53+02:00;Rue Paradis;https://www.liege.be/shopanddrive
"{""id"": ""164"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-12T12:21:09.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GU20"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62716100"", ""5.56676600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GU20"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1570"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""1"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-12T12:21:09.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3454461, ""metadata"": {}}}";164;ParkingSpot;onstreet,SHOPANDDRIVE;GU20;50.627161, 5.566766;GU20;1570;1;LIEGE;Occupé;2023-04-12T14:21:09+02:00;Rue des Guillemins;https://www.liege.be/shopanddrive
"{""id"": ""63"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-22T14:29:34.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SA01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64044800"", ""5.56870900""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SA01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1840"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""11"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-22T14:29:34.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3506575, ""metadata"": {}}}";63;ParkingSpot;onstreet,SHOPANDDRIVE;SA01;50.640448, 5.568709;SA01;1840;11;LIEGE;Occupé;2023-04-22T16:29:34+02:00;Boulevard de la Sauvenière;https://www.liege.be/shopanddrive
"{""id"": ""68"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-02-24T00:45:17.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SA07"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64103700"", ""5.56795400""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SA07"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1610"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""11"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-02-24T00:45:17.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3205028, ""metadata"": {}}}";68;ParkingSpot;onstreet,SHOPANDDRIVE;SA07;50.641037, 5.567954;SA07;1610;11;LIEGE;Occupé;2023-02-24T01:45:17+01:00;Boulevard de la Sauvenière;https://www.liege.be/shopanddrive
"{""id"": ""1065"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2022-11-22T08:56:12.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FG06"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62681283"", ""5.57255417""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FG06"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2058"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""138"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2022-11-22T08:56:12.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 2629819, ""metadata"": {}}}";1065;ParkingSpot;onstreet,SHOPANDDRIVE;FG06;50.62681283, 5.57255417;FG06;2058;138;LIEGE;Occupé;2022-11-22T09:56:12+01:00;;https://www.liege.be/shopanddrive
"{""id"": ""224"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-02-22T09:08:40.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BU02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62227300"", ""5.57217000""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BU02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1775"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""20"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-02-22T09:08:40.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": null, ""metadata"": {}}}";224;ParkingSpot;onstreet,SHOPANDDRIVE;BU02;50.622273, 5.57217;BU02;1775;20;LIEGE;Libre;2023-02-22T10:08:40+01:00;Rue Auguste Buisseret;https://www.liege.be/shopanddrive
"{""id"": ""938"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-02-22T05:12:44.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VI01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64749301"", ""5.63180434""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VI01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1996"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""123"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-02-22T05:12:44.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3194296, ""metadata"": {}}}";938;ParkingSpot;onstreet,SHOPANDDRIVE;VI01;50.64749301, 5.63180434;VI01;1996;123;LIEGE;Occupé;2023-02-22T06:12:44+01:00;;https://www.liege.be/shopanddrive
"{""id"": ""29"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-03-14T13:14:21.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""JO04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63971000"", ""5.58371600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""JO04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2097"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""6"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-03-14T13:14:21.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3301498, ""metadata"": {}}}";29;ParkingSpot;onstreet,SHOPANDDRIVE;JO04;50.63971, 5.583716;JO04;2097;6;LIEGE;Occupé;2023-03-14T14:14:21+01:00;Rue Jean-d'Outremeuse;https://www.liege.be/shopanddrive
"{""id"": ""178"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-03-15T05:26:26.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GU29"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62936600"", ""5.56816600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GU29"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1438"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""1"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-03-15T05:26:26.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3304532, ""metadata"": {}}}";178;ParkingSpot;onstreet,SHOPANDDRIVE;GU29;50.629366, 5.568166;GU29;1438;1;LIEGE;Libre;2023-03-15T06:26:26+01:00;Rue des Guillemins;https://www.liege.be/shopanddrive
"{""id"": ""4"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-03-14T00:12:01.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GR02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63624700"", ""5.57975300""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GR02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1707"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""2"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-03-14T00:12:01.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3297996, ""metadata"": {}}}";4;ParkingSpot;onstreet,SHOPANDDRIVE;GR02;50.636247, 5.579753;GR02;1707;2;LIEGE;Libre;2023-03-14T01:12:01+01:00;Rue Grétry;https://www.liege.be/shopanddrive
"{""id"": ""230"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-02T11:34:27.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BU01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62224918"", ""5.57219146""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BU01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1803"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""20"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-02T11:34:27.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3403945, ""metadata"": {}}}";230;ParkingSpot;onstreet,SHOPANDDRIVE;BU01;50.62224918, 5.57219146;BU01;1803;20;LIEGE;Occupé;2023-04-02T13:34:27+02:00;Rue Auguste Buisseret;https://www.liege.be/shopanddrive
"{""id"": ""959"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-07T09:34:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""HE05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62845733"", ""5.62382113""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""HE05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1957"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""130"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-07T09:34:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3432033, ""metadata"": {}}}";959;ParkingSpot;onstreet,SHOPANDDRIVE;HE05;50.62845733, 5.62382113;HE05;1957;130;LIEGE;Libre;2023-04-07T11:34:05+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""225"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-09T20:30:58.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CL11"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63927150"", ""5.57290675""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CL11"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2114"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""13"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-09T20:30:58.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3442520, ""metadata"": {}}}";225;ParkingSpot;onstreet,SHOPANDDRIVE;CL11;50.6392715, 5.57290675;CL11;2114;13;LIEGE;Libre;2023-04-09T22:30:58+02:00;Rue des Clarisses;https://www.liege.be/shopanddrive
"{""id"": ""949"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-04-14T23:54:51.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SD03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63717454"", ""5.57907682""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SD03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2069"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""127"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-04-14T23:54:51.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3468304, ""metadata"": {}}}";949;ParkingSpot;onstreet,SHOPANDDRIVE;SD03;50.63717454, 5.57907682;SD03;2069;127;LIEGE;Libre;2023-04-15T01:54:51+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1035"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-02-22T17:11:35.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""MY03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63954269"", ""5.57480711""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""MY03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2011"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""150"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-02-22T17:11:35.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3198676, ""metadata"": {}}}";1035;ParkingSpot;onstreet,SHOPANDDRIVE;MY03;50.63954269, 5.57480711;MY03;2011;150;LIEGE;Libre;2023-02-22T18:11:35+01:00;;https://www.liege.be/shopanddrive
"{""id"": ""1023"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-03-07T17:24:37.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""HB05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65001646"", ""5.54895828""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""HB05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1984"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""146"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-03-07T17:24:37.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3264568, ""metadata"": {}}}";1023;ParkingSpot;onstreet,SHOPANDDRIVE;HB05;50.65001646, 5.54895828;HB05;1984;146;LIEGE;Occupé;2023-03-07T18:24:37+01:00;;https://www.liege.be/shopanddrive
"{""id"": ""30"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-03-31T20:01:15.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""JO05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63968000"", ""5.58366400""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""JO05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2098"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""6"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-03-31T20:01:15.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3397404, ""metadata"": {}}}";30;ParkingSpot;onstreet,SHOPANDDRIVE;JO05;50.63968, 5.583664;JO05;2098;6;LIEGE;Occupé;2023-03-31T22:01:15+02:00;Rue Jean-d'Outremeuse;https://www.liege.be/shopanddrive
"{""id"": ""190"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-03-14T08:37:13.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CA07"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64028906"", ""5.57523323""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CA07"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2109"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""17"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-03-14T08:37:13.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3299363, ""metadata"": {}}}";190;ParkingSpot;onstreet,SHOPANDDRIVE;CA07;50.64028906, 5.57523323;CA07;2109;17;LIEGE;Occupé;2023-03-14T09:37:13+01:00;Rue des Carmes;https://www.liege.be/shopanddrive
