Geo Point;Geo Shape;Identifiant;Code rue (ICAR / BeStaddress);Rue;Code rue;Numéro;Identifiant d'adresse (ICAR / BeStaddress);Commune;Code postal;Places disponibles;Date de création;Date de dernière modification;Statut;Année de mise en service;Largeur;Longueur;Ville
50.605187536, 5.6230922998;"{""coordinates"": [5.6230922998, 50.605187536], ""type"": ""Point""}";1199;7730633;rue des Grands Prés;7482;249;1230533;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6065836368, 5.6178638598;"{""coordinates"": [5.6178638598, 50.6065836368], ""type"": ""Point""}";1422;7730633;rue des Grands Prés;7482;81;1224035;Liège;4032;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6100534395, 5.6161363853;"{""coordinates"": [5.6161363853, 50.6100534395], ""type"": ""Point""}";819;7730823;rue du Gravier;7425;49;1214066;Liège;4032;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6291987459, 5.5666599339;"{""coordinates"": [5.5666599339, 50.6291987459], ""type"": ""Point""}";1127;7730649;rue des Ixellois;338;1;1214287;Liège;4000;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6389532329, 5.5929283651;"{""coordinates"": [5.5929283651, 50.6389532329], ""type"": ""Point""}";584;7730659;rue des Maraîchers;6252;51;1233992;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6392469328, 5.5922723057;"{""coordinates"": [5.5922723057, 50.6392469328], ""type"": ""Point""}";583;7730659;rue des Maraîchers;6252;33;1234011;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6463575762, 5.5764445908;"{""coordinates"": [5.5764445908, 50.6463575762], ""type"": ""Point""}";861;7730670;rue des Mineurs;161;20;1234422;Liège;4000;2;2013-05-30;2021-06-15;Existant;;;;Liège
50.6350820301, 5.5782676272;"{""coordinates"": [5.5782676272, 50.6350820301], ""type"": ""Point""}";1687;7730745;rue d'Harscamp;745;2;1236242;Liège;4020;1;2021-04-14;2021-04-14;Existant;;;;Liège
50.6339541022, 5.5796617748;"{""coordinates"": [5.5796617748, 50.6339541022], ""type"": ""Point""}";841;7730745;rue d'Harscamp;745;44;1236230;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6229321657, 5.5719718628;"{""coordinates"": [5.5719718628, 50.6229321657], ""type"": ""Point""}";714;7730755;rue Dossin;321;20;1234482;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6318469039, 5.582519571;"{""coordinates"": [5.582519571, 50.6318469039], ""type"": ""Point""}";1689;7731207;rue Natalis;768;14;1139447;Liège;4020;2;2021-04-14;2021-04-14;Existant;;;;Liège
50.6104222574, 5.577571506;"{""coordinates"": [5.577571506, 50.6104222574], ""type"": ""Point""}";1783;7730792;rue du Chêne;7282;154;1227635;Liège;4031;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6181848112, 5.5655405667;"{""coordinates"": [5.5655405667, 50.6181848112], ""type"": ""Point""}";1042;7730793;rue du Chéra;316;49;1221168;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.641933598, 5.6419698272;"{""coordinates"": [5.6419698272, 50.641933598], ""type"": ""Point""}";604;7730805;rue du Couvent;6429;32;1872663;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6098527369, 5.6007955151;"{""coordinates"": [5.6007955151, 50.6098527369], ""type"": ""Point""}";1075;7730806;rue du Crucifix;7212;6;1213052;Liège;4031;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6558976385, 5.5602752581;"{""coordinates"": [5.5602752581, 50.6558976385], ""type"": ""Point""}";1397;7730812;rue du Fort de Loncin;832;20;1237050;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6442161297, 5.5563136921;"{""coordinates"": [5.5563136921, 50.6442161297], ""type"": ""Point""}";629;7730818;rue du Général Bertrand;45;65;1220405;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6449241897, 5.5572930653;"{""coordinates"": [5.5572930653, 50.6449241897], ""type"": ""Point""}";589;7730818;rue du Général Bertrand;45;44;1220422;Liège;4000;2;2013-05-30;2021-08-19;Existant;;;;Liège
50.6232223854, 5.5698970382;"{""coordinates"": [5.5698970382, 50.6232223854], ""type"": ""Point""}";1053;7730835;rue du Mambour;346;13;1221247;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6161875417, 5.5543219431;"{""coordinates"": [5.5543219431, 50.6161875417], ""type"": ""Point""}";1508;7730854;rue du Perron;9856;56;1230645;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6436812089, 5.5943372248;"{""coordinates"": [5.5943372248, 50.6436812089], ""type"": ""Point""}";1027;7730875;rue du Quai;6234;29;1234118;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6120361674, 5.6220517824;"{""coordinates"": [5.6220517824, 50.6120361674], ""type"": ""Point""}";1811;7730877;rue du Réservoir;7416;41;1223404;Liège;4032;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6232656288, 5.607416905;"{""coordinates"": [5.607416905, 50.6232656288], ""type"": ""Point""}";1197;7730893;rue du Tombay;7627;13;1450133;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6130012445, 5.5977839651;"{""coordinates"": [5.5977839651, 50.6130012445], ""type"": ""Point""}";1589;7730896;rue du Val Benoît;7248;31;1218359;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6114319272, 5.5909037864;"{""coordinates"": [5.5909037864, 50.6114319272], ""type"": ""Point""}";1590;7730897;rue du Vallon;7249;49;1207614;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6209927647, 5.5743840357;"{""coordinates"": [5.5743840357, 50.6209927647], ""type"": ""Point""}";1048;7730904;rue du Vieux Mayeur;38;52;1223046;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6666126796, 5.5593937078;"{""coordinates"": [5.5593937078, 50.6666126796], ""type"": ""Point""}";1017;7730905;rue du Village;8231;347;1216538;Liège;4000;1;2013-05-30;2021-08-31;Existant;;;;Liège
50.6464549143, 5.5516837453;"{""coordinates"": [5.5516837453, 50.6464549143], ""type"": ""Point""}";1830;7730916;rue En Bois;44;53;1234644;Liège;4000;1;2021-10-16;2021-10-16;Existant;;;;Liège
50.6465805899, 5.5521734862;"{""coordinates"": [5.5521734862, 50.6465805899], ""type"": ""Point""}";1726;7730916;rue En Bois;44;28;1232433;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6110672322, 5.5692908003;"{""coordinates"": [5.5692908003, 50.6110672322], ""type"": ""Point""}";961;7730923;rue Ernest Solvay;9821;79;1226983;Liège;4000;1;2013-05-30;2021-03-25;Existant;;;;Liège
50.6498552688, 5.547746197;"{""coordinates"": [5.547746197, 50.6498552688], ""type"": ""Point""}";1698;7730925;rue Eugène Houdret;461;65;1220497;Liège;4000;1;2021-04-28;2021-04-28;Existant;;;;Liège
50.631130107, 5.6033608738;"{""coordinates"": [5.6033608738, 50.631130107], ""type"": ""Point""}";1163;7730929;rue Eugène Vandenhoff;796;131;1207676;Liège;4030;1;;2021-03-25;Existant;;;;Liège
50.6428647966, 5.5968613544;"{""coordinates"": [5.5968613544, 50.6428647966], ""type"": ""Point""}";684;7730933;rue Fassin;6216;6;1227402;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6260843482, 5.5469498879;"{""coordinates"": [5.5469498879, 50.6260843482], ""type"": ""Point""}";1057;7730938;rue Ferdinand Borny;929;53;1218833;Liège;4000;1;2013-05-30;2021-03-25;Existant;;;;Liège
50.6101976668, 5.6014908195;"{""coordinates"": [5.6014908195, 50.6101976668], ""type"": ""Point""}";1356;7730939;rue Ferdinand Desoer;7222;34;1210182;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6591954176, 5.5759203612;"{""coordinates"": [5.5759203612, 50.6591954176], ""type"": ""Point""}";1022;7730953;rue Fond-des-Tawes;83;450;1226022;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6566862823, 5.5913137768;"{""coordinates"": [5.5913137768, 50.6566862823], ""type"": ""Point""}";1746;7730953;rue Fond-des-Tawes;53;116;1210561;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6794885869, 5.5476606819;"{""coordinates"": [5.5476606819, 50.6794885869], ""type"": ""Point""}";856;7730969;rue François Lefèbvre;8211;65;1448183;Liège;4000;1;2013-05-30;2021-03-29;Existant;;;;Liège
50.6562516103, 5.5756791168;"{""coordinates"": [5.5756791168, 50.6562516103], ""type"": ""Point""}";967;7730984;rue du Général Charles Collyns;835;54;1229957;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6567170811, 5.5738254263;"{""coordinates"": [5.5738254263, 50.6567170811], ""type"": ""Point""}";1320;7730984;rue du Général Charles Collyns;835;103;1227743;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6422056047, 5.5949163812;"{""coordinates"": [5.5949163812, 50.6422056047], ""type"": ""Point""}";614;7730985;rue Général de Gaulle;622;53;1212737;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6343163623, 5.5911206466;"{""coordinates"": [5.5911206466, 50.6343163623], ""type"": ""Point""}";624;7731004;rue Gramme;744;33;1210958;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6280878627, 5.5529506217;"{""coordinates"": [5.5529506217, 50.6280878627], ""type"": ""Point""}";1045;7731014;rue Gustave Thiriart;934;8;1211977;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6414998045, 5.5830064076;"{""coordinates"": [5.5830064076, 50.6414998045], ""type"": ""Point""}";789;7731033;rue Henri de Dinant;636;8;1238540;Liège;4020;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6487277281, 5.5617405427;"{""coordinates"": [5.5617405427, 50.6487277281], ""type"": ""Point""}";973;7731044;rue Henri Vieuxtemps;46;102;1232499;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6255960488, 5.6166904465;"{""coordinates"": [5.6166904465, 50.6255960488], ""type"": ""Point""}";1151;7731074;rue Jean Lemasuy;7615;2;1225675;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6405200738, 5.5455650024;"{""coordinates"": [5.5455650024, 50.6405200738], ""type"": ""Point""}";846;7731076;rue Jean Ramey;471;6;1214953;Liège;4000;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6391196714, 5.5621499962;"{""coordinates"": [5.5621499962, 50.6391196714], ""type"": ""Point""}";705;7731091;rue Jonfosse;241;80;1213219;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6269617578, 5.5911269438;"{""coordinates"": [5.5911269438, 50.6269617578], ""type"": ""Point""}";816;7731120;rue Kinet;7748;29;1225757;Liège;4030;1;2013-05-30;2021-08-27;Existant;;;;Liège
50.6341517855, 5.5840406493;"{""coordinates"": [5.5840406493, 50.6341517855], ""type"": ""Point""}";636;7731124;rue Lairesse;753;108;1208585;Liège;4020;1;2013-05-30;2021-04-14;Existant;;;;Liège
50.6352117091, 5.5854255819;"{""coordinates"": [5.5854255819, 50.6352117091], ""type"": ""Point""}";668;7731124;rue Lairesse;753;68;1232583;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6415129802, 5.5647710419;"{""coordinates"": [5.5647710419, 50.6415129802], ""type"": ""Point""}";863;7731129;rue Lambert-le-Bègue;243;1;1215366;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6401827985, 5.56403716;"{""coordinates"": [5.56403716, 50.6401827985], ""type"": ""Point""}";1682;7731129;rue Lambert-le-Bègue;243;25;1215350;Liège;4000;1;2021-04-08;2021-04-08;Existant;;;;Liège
50.6439837616, 5.6004775933;"{""coordinates"": [5.6004775933, 50.6439837616], ""type"": ""Point""}";1023;7730985;rue Général de Gaulle;622;173;1219203;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6353382943, 5.5793151511;"{""coordinates"": [5.5793151511, 50.6353382943], ""type"": ""Point""}";1081;7731149;rue Libotte;756;22;1209862;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6800596437, 5.5477193954;"{""coordinates"": [5.5477193954, 50.6800596437], ""type"": ""Point""}";1763;7730969;rue François Lefèbvre;8211;77;1235996;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6538984169, 5.5487211516;"{""coordinates"": [5.5487211516, 50.6538984169], ""type"": ""Point""}";1801;7731152;rue Longue;8155;22;1236062;Liège;4000;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6268529351, 5.6043244038;"{""coordinates"": [5.6043244038, 50.6268529351], ""type"": ""Point""}";1651;7731168;rue Ma Campagne;7967;16;1225721;Liège;4030;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6282446697, 5.6037063572;"{""coordinates"": [5.6037063572, 50.6282446697], ""type"": ""Point""}";1474;7731168;rue Ma Campagne;7967;70;1227873;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6485809322, 5.5863935779;"{""coordinates"": [5.5863935779, 50.6485809322], ""type"": ""Point""}";1747;7731170;rue Maghin;562;14;1227839;Liège;4000;1;2021-08-20;2021-08-27;Existant;;;;Liège
50.6214959787, 5.5946925021;"{""coordinates"": [5.5946925021, 50.6214959787], ""type"": ""Point""}";1166;7731196;rue Montgomery;781;77;1209909;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.619074831, 5.5942977892;"{""coordinates"": [5.5942977892, 50.619074831], ""type"": ""Point""}";1506;7731235;rue Paul Joseph Delcloche;1243;3;1162823;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6389516489, 5.5826835129;"{""coordinates"": [5.5826835129, 50.6389516489], ""type"": ""Point""}";1684;7730476;rue de l'Ourthe;649;1;1114794;Liège;4020;3;2021-04-13;2021-04-13;Existant;;;;Liège
50.6482290676, 5.5726953615;"{""coordinates"": [5.5726953615, 50.6482290676], ""type"": ""Point""}";1769;7731245;rue Pierreuse;82;73;1169631;Liège;4000;3;2021-08-20;2021-08-20;Existant;;;;Liège
50.6197087487, 5.5836542791;"{""coordinates"": [5.5836542791, 50.6197087487], ""type"": ""Point""}";1524;7730980;rue Garde-Dieu;7287;60;1236297;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6241271779, 5.6150137169;"{""coordinates"": [5.6150137169, 50.6241271779], ""type"": ""Point""}";1149;7731275;rue René Demoitelle;768;37;1138825;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6229140664, 5.6153006951;"{""coordinates"": [5.6153006951, 50.6229140664], ""type"": ""Point""}";1535;7731275;rue René Demoitelle;768;125;1138858;Liège;4030;1;2021-03-27;2021-09-02;Existant;;;;Liège
50.6367321901, 5.5845130065;"{""coordinates"": [5.5845130065, 50.6367321901], ""type"": ""Point""}";642;7731283;rue Robertson;779;5;1156393;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6382275759, 5.5637396456;"{""coordinates"": [5.5637396456, 50.6382275759], ""type"": ""Point""}";1113;7731307;rue Saint-Gilles;25;143;1190213;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6341381354, 5.5528216746;"{""coordinates"": [5.5528216746, 50.6341381354], ""type"": ""Point""}";876;7731307;rue Saint-Gilles;95;450;1147446;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6457664261, 5.5801904828;"{""coordinates"": [5.5801904828, 50.6457664261], ""type"": ""Point""}";598;7730196;rue Barbe d'Or;19;18;1110995;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6421490686, 5.5591202774;"{""coordinates"": [5.5591202774, 50.6421490686], ""type"": ""Point""}";586;7731313;rue Saint-Laurent;41;104;1165000;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6509966568, 5.5967626193;"{""coordinates"": [5.5967626193, 50.6509966568], ""type"": ""Point""}";1224;7731315;rue Saint-Léonard;55;263;1165377;Liège;4000;1;;2021-09-02;Existant;;;;Liège
50.6346680723, 5.5461047349;"{""coordinates"": [5.5461047349, 50.6346680723], ""type"": ""Point""}";996;7731320;rue Saint-Nicolas;42;96;1879577;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6209767401, 5.6023162955;"{""coordinates"": [5.6023162955, 50.6209767401], ""type"": ""Point""}";810;7731330;rue Salvador;787;60;1143145;Liège;4030;1;2013-05-30;2021-03-27;Existant;;;;Liège
50.6420056165, 5.5867021023;"{""coordinates"": [5.5867021023, 50.6420056165], ""type"": ""Point""}";1089;7730992;rue Georges Simenon;653;37;1238905;Liège;4020;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6114980527, 5.587549349;"{""coordinates"": [5.587549349, 50.6114980527], ""type"": ""Point""}";1570;7730487;rue de Péralta;722;12;1113006;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.639314669, 5.5917288663;"{""coordinates"": [5.5917288663, 50.639314669], ""type"": ""Point""}";1024;7731351;rue Sous l'Eau;785;72;1167557;Liège;4020;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6184447517, 5.5417142048;"{""coordinates"": [5.5417142048, 50.6184447517], ""type"": ""Point""}";1572;7731352;rue Sous-les-Vignes;9872;30;1167536;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6339031867, 5.6269858112;"{""coordinates"": [5.6269858112, 50.6339031867], ""type"": ""Point""}";1578;7730943;rue Fernand Dehousse;6441;40;1234163;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6309065744, 5.5749368325;"{""coordinates"": [5.5749368325, 50.6309065744], ""type"": ""Point""}";619;7730849;rue du Parc;771;39;1239213;Liège;4020;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6569387973, 5.5706165589;"{""coordinates"": [5.5706165589, 50.6569387973], ""type"": ""Point""}";1598;7731486;Vieille Voie de Tongres;872;4;1189889;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6338177029, 5.6230086746;"{""coordinates"": [5.6230086746, 50.6338177029], ""type"": ""Point""}";1212;7731495;voie Mélotte;794;46;1172726;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.622874404, 5.5836168869;"{""coordinates"": [5.5836168869, 50.622874404], ""type"": ""Point""}";1930;7729595;avenue Albert Mahiels;122;7;1134965;Liège;4020;1;2023-02-15;2023-03-09;Existant;;;6;Liège
50.6412186068, 5.5972705484;"{""coordinates"": [5.5972705484, 50.6412186068], ""type"": ""Point""}";759;7730842;rue du Moulin;6231;81;1914375;Liège;4020;1;2013-05-30;2022-06-20;Existant;;;;Liège
50.6241581891, 5.5686213449;"{""coordinates"": [5.5686213449, 50.6241581891], ""type"": ""Point""}";1890;7730232;rue Bovy;311;0;;Liège;4000;4;2022-09-28;2022-09-28;Existant;;;20;Liège
50.6115650938, 5.6157208896;"{""coordinates"": [5.6157208896, 50.6115650938], ""type"": ""Point""}";1896;7730449;rue de l'Eglise;742;22;1115592;Liège;4032;1;2022-10-10;2022-10-10;Existant;;;;Liège
50.6271075129, 5.604329513;"{""coordinates"": [5.604329513, 50.6271075129], ""type"": ""Point""}";1142;7731168;rue Ma Campagne;7967;24;1225715;Liège;4030;1;;2023-03-30;Existant;;;;Liège
50.6209336655, 5.5814035484;"{""coordinates"": [5.5814035484, 50.6209336655], ""type"": ""Point""}";1942;7730129;quai Gloesener;1224;1;1108426;Liège;4020;1;2023-02-15;2023-03-16;Existant;2023;;6;Liège
50.6395726848, 5.5987634743;"{""coordinates"": [5.5987634743, 50.6395726848], ""type"": ""Point""}";1938;7731421;rue Winston Churchill;6253;91;1152204;Liège;4020;1;2023-02-15;2023-03-09;Existant;;;6;Liège
50.6172619518, 5.6182769718;"{""coordinates"": [5.6182769718, 50.6172619518], ""type"": ""Point""}";1937;7730664;rue des Mauvaises Vignes;7546;52;1208263;Liège;4032;1;2023-02-15;2023-03-09;Existant;;;6;Liège
50.6270997016, 5.5914426221;"{""coordinates"": [5.5914426221, 50.6270997016], ""type"": ""Point""}";1933;7731120;rue Kinet;7748;41;1217128;Liège;4030;1;2023-02-15;2023-03-09;Existant;;;6;Liège
50.6115856803, 5.5578633604;"{""coordinates"": [5.5578633604, 50.6115856803], ""type"": ""Point""}";1910;7730932;rue Faleye;9846;32;1225189;Liège;4000;1;2022-10-31;2022-12-05;Existant;2022;;6;Liège
50.6140787575, 5.6112335734;"{""coordinates"": [5.6112335734, 50.6140787575], ""type"": ""Point""}";695;7730120;quai des Ardennes;742;171;1134345;Liège;4032;;2013-05-30;2013-05-30;Existant;;;;Liège
50.6326492915, 5.5750626591;"{""coordinates"": [5.5750626591, 50.6326492915], ""type"": ""Point""}";1873;7731279;rue Renoz;777;4;1443799;Liège;4020;1;2022-06-24;2022-06-24;Existant;;;6;Liège
50.6110499461, 5.6000357312;"{""coordinates"": [5.6000357312, 50.6110499461], ""type"": ""Point""}";1065;7729961;place Andréa Jadoulle;721;15;1132200;Liège;4031;2;2013-05-30;2022-10-31;Existant;;;;Liège
50.6228163287, 5.5835902339;"{""coordinates"": [5.5835902339, 50.6228163287], ""type"": ""Point""}";1829;7729595;avenue Albert Mahiels;122;9;1134964;Liège;4020;1;2021-10-16;2021-10-16;Existant;;;;Liège
50.6303000613, 5.5693550893;"{""coordinates"": [5.5693550893, 50.6303000613], ""type"": ""Point""}";993;7729596;avenue Blonden;31;5;1126318;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6440247395, 5.6036106055;"{""coordinates"": [5.6036106055, 50.6440247395], ""type"": ""Point""}";1633;7729611;avenue de la Croix-Rouge;6212;132;1107095;Liège;4020;2;2021-03-31;2021-03-31;Existant;;;;Liège
50.6443165173, 5.6044078432;"{""coordinates"": [5.6044078432, 50.6443165173], ""type"": ""Point""}";1776;7729611;avenue de la Croix-Rouge;6212;158;1107087;Liège;4020;2;2021-08-25;2021-08-25;Existant;;;;Liège
